Date,Day,Title,Duration,URL,Video ID
Unknown,,Zee Business Live | Share Market Live Updates | Stock Market News | Zee Biz,11.0h 55.0m,https://www.youtube.com/watch?v=t7VSHexfsow,t7VSHexfsow
Unknown,,First Trade 24th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 39.0m,https://www.youtube.com/watch?v=3HEiOuknB_I,3HEiOuknB_I
Unknown,,Final Trade 24th December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 38.0m,https://www.youtube.com/watch?v=V_F-csF0ZAU,V_F-csF0ZAU
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,23.0m,https://www.youtube.com/watch?v=lZl3vpTzDTk,lZl3vpTzDTk
Unknown,,Commodity Live | Gold Mining Explained: Will Supply Rise After Record Gold Prices?,23.0m,https://www.youtube.com/watch?v=u88z315Wul0,u88z315Wul0
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 24th December 2025,2.0h 54.0m,https://www.youtube.com/watch?v=wwcyyg9q97s,wwcyyg9q97s
Unknown,,"Traders Diary Live | Will Orders Drive GNFC Today? Big Action Expected in GAIL, SBI and Muthoot Fin",31.0m,https://www.youtube.com/watch?v=pc_a4tywagE,pc_a4tywagE
Unknown,,23rd December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,6.0h 35.0m,https://www.youtube.com/watch?v=nq2DYAyiqog,nq2DYAyiqog
Unknown,,"Bazaar Aaj Aur Kal | कैसा होगा कल बाजार का मूड, बाजार में कहां है कमाई का मौका?",28.0m,https://www.youtube.com/watch?v=JvLB1z7sCvE,JvLB1z7sCvE
Unknown,,Will Gold and Silver Create New Records in the Coming Year | Commodity LIVE,25.0m,https://www.youtube.com/watch?v=UVjyQUsZlkA,UVjyQUsZlkA
Unknown,,Zee Business Live | Share Market Live Updates | Stock Market News | Zee Biz,11.0h 55.0m,https://www.youtube.com/watch?v=RZgV8kLRUts,RZgV8kLRUts
Unknown,,First Trade 23rd December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 45.0m,https://www.youtube.com/watch?v=ek8_kUeFKEg,ek8_kUeFKEg
Unknown,,Final Trade 23rd December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 41.0m,https://www.youtube.com/watch?v=bn4j-M5eym8,bn4j-M5eym8
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,22.0m,https://www.youtube.com/watch?v=ervARAlwAd8,ervARAlwAd8
Unknown,,Commodity Live | Gold–Silver Shock | Something Like This Has Never Happened Before,24.0m,https://www.youtube.com/watch?v=pGaUlx4pNm8,pGaUlx4pNm8
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 23rd December 2025,3.0h 0.0m,https://www.youtube.com/watch?v=lPMnm31kxK8,lPMnm31kxK8
Unknown,,"Traders Diary Live | Market Action Alert | Welspun Living, Shriram Finance & Hindalco in Focus",30.0m,https://www.youtube.com/watch?v=UkR2I6EAHvk,UkR2I6EAHvk
Unknown,,22nd December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,6.0h 13.0m,https://www.youtube.com/watch?v=ahpnyxcuEMM,ahpnyxcuEMM
Unknown,,Smart Investment Ideas for the New Year Gold or Silver | Commodity LIVE,22.0m,https://www.youtube.com/watch?v=10L0yrUSrYI,10L0yrUSrYI
Unknown,,First Trade 22nd December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 42.0m,https://www.youtube.com/watch?v=jXG9MazXPoI,jXG9MazXPoI
Unknown,,Final Trade 22nd December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 41.0m,https://www.youtube.com/watch?v=3XX8xnFWZ3E,3XX8xnFWZ3E
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,26.0m,https://www.youtube.com/watch?v=nY1Js1QWTS4,nY1Js1QWTS4
Unknown,,Commodity LIVE | Gold and Silver Prices Outlook How High Can Precious Metals Go,22.0m,https://www.youtube.com/watch?v=nTlqd5h1HyY,nTlqd5h1HyY
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 22nd December 2025,2.0h 59.0m,https://www.youtube.com/watch?v=QhsSlRcjmWw,QhsSlRcjmWw
Unknown,,Traders Diary: Watch major trading stocks of the day that will give you profit | Trading Guide,29.0m,https://www.youtube.com/watch?v=KS42awVqdEQ,KS42awVqdEQ
Unknown,,21st December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,7.0h 59.0m,https://www.youtube.com/watch?v=4CxebpWdS2E,4CxebpWdS2E
Unknown,,Zee Business Live | Share Market Live Updates | Stock Market News | Zee Biz,11.0h 55.0m,https://www.youtube.com/watch?v=ERvqR27BKjc,ERvqR27BKjc
Unknown,,20th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 22.0m,https://www.youtube.com/watch?v=RwxmYE57AJ0,RwxmYE57AJ0
Unknown,,Bazaar Agle Hafte | Next Week's Market Outlook: What You Need to Know with Anil Singhvi,27.0m,https://www.youtube.com/watch?v=dta8dUw_8f4,dta8dUw_8f4
Unknown,,Silver Price Outlook New Year Strategy and Targets Explained | Commodity LIVE,23.0m,https://www.youtube.com/watch?v=bf9VuqMmCMg,bf9VuqMmCMg
Unknown,,Commodity Live | Why Platinum Outperformed in Recent Times | Market Signals Explained,22.0m,https://www.youtube.com/watch?v=KzKwDZcM3m4,KzKwDZcM3m4
Unknown,,Traders Diary Live | TCS Hits Five Month High | Cup and Handle Breakout Signals Fresh Rally?,31.0m,https://www.youtube.com/watch?v=AqMF0_pZrH4,AqMF0_pZrH4
Unknown,,18th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,5.0h 30.0m,https://www.youtube.com/watch?v=wQmTGTz-IVU,wQmTGTz-IVU
Unknown,,"Bazaar Aaj Aur Kal | कैसा होगा कल बाजार का मूड, बाजार में कहां है कमाई का मौका?",30.0m,https://www.youtube.com/watch?v=CcCUyEObj0w,CcCUyEObj0w
Unknown,,Gold vs Silver | Who Will Be the Champion in 2026? | Commodity LIVE,26.0m,https://www.youtube.com/watch?v=2MeDtpAaOT4,2MeDtpAaOT4
Unknown,,G RAM G Gets Lok Sabha Nod | ndia Oman FTA and Stock Market Today | News LIVE,22.0m,https://www.youtube.com/watch?v=hFlKBcI_hAk,hFlKBcI_hAk
Unknown,,Zee Business Live | Share Market Live Updates | Stock Market News | Zee Biz,11.0h 55.0m,https://www.youtube.com/watch?v=PG39gNWGN8g,PG39gNWGN8g
Unknown,,First Trade 18th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 43.0m,https://www.youtube.com/watch?v=hHq60qPTXPE,hHq60qPTXPE
Unknown,,Final Trade 18th December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 40.0m,https://www.youtube.com/watch?v=MtIG0KR4iE4,MtIG0KR4iE4
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,24.0m,https://www.youtube.com/watch?v=_ZGWA_mMPPw,_ZGWA_mMPPw
Unknown,,Commodity Live | What’s Happening in the Sugar Industry Key Issues Explained,24.0m,https://www.youtube.com/watch?v=JVbaF42ICJs,JVbaF42ICJs
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 18th December 2025,1.0h 50.0m,https://www.youtube.com/watch?v=kbHv7yEohg0,kbHv7yEohg0
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 18th December 2025,1.0h 10.0m,https://www.youtube.com/watch?v=4pv_yLZ3P6U,4pv_yLZ3P6U
Unknown,,"Traders Diary Live | Stock Market Today Focus on Hero MotoCorp, Eicher Motors, SBI, IGL",28.0m,https://www.youtube.com/watch?v=kp7RfDkY6qM,kp7RfDkY6qM
Unknown,,17th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,6.0h 47.0m,https://www.youtube.com/watch?v=pp5Gf36g5CI,pp5Gf36g5CI
Unknown,,"Bazaar Aaj Aur Kal | कैसा होगा कल बाजार का मूड, बाजार में कहां है कमाई का मौका?",26.0m,https://www.youtube.com/watch?v=HzdPDwKf3DU,HzdPDwKf3DU
Unknown,,Rupee Recovers Strongly from Lows Impact on Gold and Silver | Commodity LIVE,27.0m,https://www.youtube.com/watch?v=rM74OxKKZ2w,rM74OxKKZ2w
Unknown,,SEBI Board Meeting Decoded | NPS Rule Changes and Stock Market Today | News LIVE,26.0m,https://www.youtube.com/watch?v=BAdw_G7xHSg,BAdw_G7xHSg
Unknown,,Zee Business Live | Share Market Live Updates | Stock Market News | Zee Biz,11.0h 55.0m,https://www.youtube.com/watch?v=gw_gxLz01Ws,gw_gxLz01Ws
Unknown,,First Trade 17th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 43.0m,https://www.youtube.com/watch?v=kVqZV3qAzs4,kVqZV3qAzs4
Unknown,,Final Trade 17th December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 37.0m,https://www.youtube.com/watch?v=zmJTbZLvcZg,zmJTbZLvcZg
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,22.0m,https://www.youtube.com/watch?v=9zNZNi5fsJI,9zNZNi5fsJI
Unknown,,"Commodity Live | Why Silver Is Surging, What’s Driving the Massive Rally?",24.0m,https://www.youtube.com/watch?v=05LlZbDrtVk,05LlZbDrtVk
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 17th December 2025,2.0h 56.0m,https://www.youtube.com/watch?v=hr4gauNWhFA,hr4gauNWhFA
Unknown,,"Traders Diary Live | Glenmark Pharma in Focus Today, Key Triggers for IGL, Titan, Astral & Axis Bank",28.0m,https://www.youtube.com/watch?v=Sr6YyQfVpEo,Sr6YyQfVpEo
Unknown,,16th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,6.0h 34.0m,https://www.youtube.com/watch?v=-6sNsQdi9ZY,-6sNsQdi9ZY
Unknown,,"Bazaar Aaj Aur Kal | कैसा होगा कल बाजार का मूड, बाजार में कहां है कमाई का मौका?",25.0m,https://www.youtube.com/watch?v=Q-cVqn_hTw0,Q-cVqn_hTw0
Unknown,,Why Is Rupee Falling? Gold Silver Outlook and Investment Levels | Commodity LIVE,23.0m,https://www.youtube.com/watch?v=gO84bVuMvm4,gO84bVuMvm4
Unknown,,Zee Business Live | Share Market Live Updates | Stock Market News | Zee Biz,11.0h 55.0m,https://www.youtube.com/watch?v=gGSeTDzURwc,gGSeTDzURwc
Unknown,,First Trade 16th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 39.0m,https://www.youtube.com/watch?v=ILd0FQL1ShA,ILd0FQL1ShA
Unknown,,Final Trade 16th December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 38.0m,https://www.youtube.com/watch?v=Hsw77vA3pDA,Hsw77vA3pDA
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,22.0m,https://www.youtube.com/watch?v=42z-5Wweo1c,42z-5Wweo1c
Unknown,,Commodity Live | Why Did Edible Oil Imports Fall in November? Winners and Losers Explained,25.0m,https://www.youtube.com/watch?v=wo7-72NZs74,wo7-72NZs74
Unknown,,Share Bazaar Live और First Trade में बाजार का शुरुआती एक्शन Anil Singhvi  के साथ 16th December 2025,2.0h 58.0m,https://www.youtube.com/watch?v=N1719yfPueY,N1719yfPueY
Unknown,,"Traders Diary Live | Shree Cement Strategy, Banking Action & Top 20 Money Making Stocks",29.0m,https://www.youtube.com/watch?v=m0ZgHYsLgGc,m0ZgHYsLgGc
Unknown,,15th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,6.0h 32.0m,https://www.youtube.com/watch?v=7X5VYrBpSq0,7X5VYrBpSq0
Unknown,,"Bazaar Aaj Aur Kal | कैसा होगा कल बाजार का मूड, बाजार में कहां है कमाई का मौका?",28.0m,https://www.youtube.com/watch?v=pZ3291fVW80,pZ3291fVW80
Unknown,,Gold at Record High What Should Investors Do Now | Commodity LIVE,24.0m,https://www.youtube.com/watch?v=YqbkqWE_HZE,YqbkqWE_HZE
Unknown,,First Trade 15th December 2025 : Zee Business Live | Share Market Live Updates | Stock Market News,8.0h 47.0m,https://www.youtube.com/watch?v=wlsQl1qGtrc,wlsQl1qGtrc
Unknown,,Final Trade 15th December 2025 | बनाएं आखिरी डेढ़ घंटे में कमाई की स्ट्रैटेजी #AnilSinghvi के साथ...,1.0h 39.0m,https://www.youtube.com/watch?v=lWsQiqR0nYI,lWsQiqR0nYI
Unknown,,Market Radar | बनाइए Nifty और Bank Nifty पर सटीक स्ट्रैटेजी एक्सपर्ट्स की दमदार कॉल्स के साथ...,20.0m,https://www.youtube.com/watch?v=jg8vFxPz0Dg,jg8vFxPz0Dg
